city,lat,lng,population,density
Parowan,37.8326,-112.8296,3104,173
Saugatuck,41.1143,-73.3717,3102,644
Buffalo,37.6444,-93.097,3101,416
Coquí,17.9793,-66.2255,3100,1285
Double Oak,33.0633,-97.1117,3099,489
Dunean,34.8203,-82.4225,3099,762
Dover,27.9927,-82.2198,3098,459
Olney,33.3644,-98.7585,3098,591
Castroville,29.3513,-98.8711,3097,415
Wolfdale,40.1979,-80.3001,3097,451
Graymoor-Devondale,38.2733,-85.6177,3095,1620
Lucedale,30.9312,-88.5959,3094,186
West Union,38.7917,-83.5441,3094,421
Tybee Island,32.0095,-80.8531,3094,414
Shrub Oak,41.3257,-73.8296,3094,756
Baldwyn,34.5071,-88.6416,3093,103
East Brewton,31.0906,-87.0556,3093,350
Braddock Heights,39.4117,-77.4991,3093,223
Corning,36.4134,-90.5839,3092,325
Wellton,32.6401,-114.2152,3091,41
Shady Cove,42.6117,-122.8179,3090,613
Biscayne Park,25.8818,-80.1814,3089,1924
Ridgewood,41.534,-88.0436,3089,2659
Helemano,21.5362,-158.0194,3089,2564
Hicksville,41.2944,-84.7648,3088,467
Ebensburg,40.4884,-78.7264,3088,706
Bean Station,36.3323,-83.2852,3088,199
DeQuincy,30.449,-93.4456,3087,372
Dalzell,34.0189,-80.4297,3086,203
Bishop,27.5852,-97.7975,3085,493
Chandler,32.3065,-95.4781,3085,196
Niantic,41.3258,-72.1952,3083,789
Wilder,39.0401,-84.4816,3083,328
Calera,33.9303,-96.4293,3082,224
Greenwood Lake,41.2214,-74.2892,3080,587
Holiday Shores,38.9222,-89.936,3080,751
Clayton,36.4426,-103.1574,3079,153
Brazoria,29.0454,-95.567,3077,449
Hampton,32.8676,-81.1093,3077,263
Silt,39.5483,-107.6531,3076,717
Nashville,38.3541,-89.377,3076,385
McSherrystown,39.8036,-77.0199,3076,2320
Kaunakakai,21.0905,-156.9981,3076,92
North Shore,37.0783,-79.6525,3075,84
Wallburg,36.0088,-80.1453,3073,212
Lodi,43.3154,-89.5367,3073,686
Henrietta,33.8146,-98.1924,3073,232
Wildwood Crest,38.9718,-74.8377,3073,913
Grenelefe,28.0579,-81.5538,3073,279
Emerald Mountain,32.4396,-86.0857,3072,73
Point Baker,30.6855,-87.0522,3072,179
Tolono,39.9914,-88.2625,3071,575
Soperton,32.3782,-82.5945,3071,269
Erda,40.6028,-112.3214,3071,62
Lakemore,41.0215,-81.4263,3070,817
Brightwaters,40.7193,-73.2642,3070,1227
Doylestown,40.97,-81.6954,3070,637
Canterwood,47.3765,-122.6021,3070,553
Macon,33.1217,-88.5564,3069,309
East Dennis,41.7392,-70.1577,3068,244
Fairport Harbor,41.7475,-81.2731,3067,1152
Sewell,39.7696,-75.1443,3067,593
Kingwood,39.4719,-79.6822,3067,487
North Lakeport,39.0883,-122.9053,3067,311
Weaver,33.7601,-85.8117,3066,340
New York Mills,43.1007,-75.2932,3066,1003
Oakland,28.5535,-81.636,3065,507
Long Lake,42.3758,-88.1276,3065,1002
High Bridge,47.7968,-122.0281,3065,169
Dawsonville,34.4362,-84.125,3065,137
Eagle Lake,44.1636,-93.8823,3064,614
Benson,45.3152,-95.6058,3063,381
Columbus,37.1716,-94.844,3062,485
Lula,34.3955,-83.6659,3061,273
Garner,43.1,-93.6031,3060,555
Springtown,32.9693,-97.6804,3059,389
Kingstree,33.6665,-79.8292,3058,371
Pomona,41.1891,-74.0543,3058,492
Trafford,40.3846,-79.7576,3057,816
Hawarden,43.0015,-96.4828,3057,424
Mineral Springs,34.9412,-80.6847,3057,143
Dadeville,32.8326,-85.7675,3056,74
Paddock Lake,42.5707,-88.1044,3055,406
McDonald,41.1636,-80.7233,3054,693
Hartville,40.9618,-81.3348,3054,437
Big Sky,45.2592,-111.3426,3054,9
Momence,41.164,-87.663,3051,750
White Sulphur Springs,37.7981,-80.3005,3051,628
Barbourville,36.8667,-83.885,3051,443
Overton,32.2759,-94.9726,3051,175
Welcome,35.9066,-80.2548,3050,126
Cut Bank,48.6344,-112.3304,3049,1017
Buckner,39.1335,-94.1929,3049,659
Haynesville,32.9667,-93.1376,3049,243
South Eliot,43.1287,-70.7952,3047,163
DeWitt,34.2874,-91.3383,3046,393
Lake Delta,43.2893,-75.4672,3045,351
Algoma,44.6058,-87.4465,3044,478
Longtown,35.2408,-95.5176,3044,45
Bishopville,34.2202,-80.2483,3043,502
McCormick,33.9128,-82.2876,3043,289
East Gaffney,35.0846,-81.6218,3043,388
West Brattleboro,42.8559,-72.6018,3042,718
Andrews,33.4494,-79.566,3041,532
Sisco Heights,48.118,-122.1112,3041,85
Beechwood Trails,40.0251,-82.6463,3040,329
Marin City,37.871,-122.5137,3040,2186
Proctor,46.7407,-92.2282,3039,347
Montezuma,32.2997,-84.0246,3039,257
South Pittsburg,35.0111,-85.7183,3038,142
River Bend,35.0717,-77.1504,3036,466
Leesburg,31.7324,-84.1688,3035,238
Mars Hill,35.8283,-82.549,3035,588
Atkins,35.2414,-92.9465,3031,190
Wormleysburg,40.2604,-76.9094,3031,1507
Johnson Creek,43.0812,-88.7702,3029,385
Blackhawk,44.1514,-103.334,3029,246
Santo Domingo,18.0719,-66.7459,3029,531
Huntingtown,38.6117,-76.6187,3029,144
Halfway House,40.2796,-75.6405,3028,556
Eunice,32.4461,-103.1986,3026,285
Ferrysburg,43.085,-86.2221,3025,390
Cliffwood Beach,40.4427,-74.2179,3024,1288
Arcadia,44.2486,-91.4916,3023,356
Troy,31.2,-97.3019,3023,250
Ingalls Park,41.5204,-88.0345,3022,1050
Lake Nacimiento,35.7308,-120.8695,3021,111
Edgewood,40.4313,-79.8839,3020,1983
Comfort,29.9704,-98.9046,3018,336
Crownpoint,35.7173,-108.1432,3018,17
Oostburg,43.6237,-87.7888,3017,593
Platteville,40.222,-104.834,3017,379
Pleasant Valley,39.2171,-94.4811,3017,928
Brisas del Campanero,18.4316,-66.2261,3016,1490.6
Combes,26.2448,-97.7257,3016,363
Bakerstown,40.6538,-79.9394,3016,479
Paloma Creek,33.2253,-96.9371,3015,2531
Milford,43.3336,-95.1478,3015,534
Cambrian Park,37.2563,-121.9287,3015,1907
Fiskdale,42.1229,-72.1089,3015,367
Greenfield,45.0997,-93.6884,3013,57
Mansfield,41.8062,-77.0787,3013,617
Alva,26.7188,-81.6269,3013,66
Mohnton,40.2872,-75.987,3013,1522
Kenova,38.4026,-82.5822,3011,881
Hamilton,31.6997,-98.1208,3011,335
Calais,45.134,-67.224,3011,33
Indian Hills,38.2809,-85.6617,3011,588
Round Lake Heights,42.3855,-88.1038,3009,2019
Royston,34.2861,-83.1106,3009,354
Montgomery,44.445,-93.5797,3008,463
Gloverville,33.5274,-81.8144,3008,320
Afton,44.9041,-92.8174,3008,46
Moundville,32.9968,-87.6272,3008,251
Eatonville,46.8682,-122.2697,3007,635
Edgecliff Village,32.6561,-97.3406,3007,974
Beechwood,32.3303,-90.819,3007,185
Santa Rosa,34.9361,-104.6769,3007,232
Wyoming,41.3058,-75.8418,3007,814
Gleed,46.6594,-120.6025,3006,214
Dogtown,38.2096,-121.1551,3006,89
Providence,37.3993,-87.7509,3006,192
Baltimore,39.846,-82.6046,3005,521
Mendenhall,31.9609,-89.8692,3003,216
Shark River Hills,40.1923,-74.0463,3003,1353
Yountville,38.3963,-122.3671,3001,778
Tonkawa,36.6769,-97.3235,3000,265
Magnolia,31.1619,-90.467,2998,188
Rancho Viejo,26.0358,-97.5568,2998,564
Richville,40.7529,-81.4684,2998,375
Burlington,38.4099,-82.5283,2997,830
Warren AFB,41.1488,-104.8618,2997,240
Agua Fria,35.6615,-106.0149,2997,477
Pembroke,34.6766,-79.1935,2997,364
Hennessey,36.1056,-97.8989,2996,312
Stallion Springs,35.0922,-118.6586,2996,85
Harriman,41.3088,-74.1445,2996,1151
Prescott,33.8056,-93.3909,2995,179
Whetstone,31.7258,-110.2746,2995,12
Soda Springs,42.659,-111.5878,2994,261
Park Hills,39.0692,-84.5313,2993,1487
Murfreesboro,36.4419,-77.0968,2993,509
Hemlock Farms,41.3157,-75.0515,2993,149
Norco,29.9986,-90.4036,2993,335
Sherwood,44.1763,-88.2756,2993,333
Milton,38.775,-75.3102,2993,646
Arcadia,34.9609,-81.9929,2991,589
Lochsloy,48.0598,-122.0411,2991,154
Shell Point,32.3746,-80.7523,2991,287
Lake Delton,43.5932,-89.7841,2989,154
Genoa City,42.5065,-88.3192,2989,435
Hahira,30.9941,-83.3786,2989,428
Ellsworth,38.7327,-98.2285,2987,481
Sherrill,43.0704,-75.5993,2987,498
Strasburg,39.7181,-104.3195,2987,55
Highlands,37.5201,-122.3459,2985,883
East Douglas,42.0779,-71.7121,2985,338
Pine Ridge,43.027,-102.5524,2984,406
Westport Village,41.1428,-73.3609,2984,905
Byrnes Mill,38.4395,-90.5741,2983,224
Versailles,38.4333,-92.8453,2983,494
Tularosa,33.0753,-106.0175,2983,408
Nocona,33.7835,-97.7302,2982,409
Walsenburg,37.6307,-104.7818,2982,385
De Leon Springs,29.1172,-81.3517,2982,433
DeCordova,32.428,-97.6911,2981,816
Summit Hill,40.8249,-75.8464,2981,132
East Prairie,36.7789,-89.3837,2980,920
Bal Harbour,25.8935,-80.1258,2980,3169.3
Delphi,40.5834,-86.6668,2979,423
Lead,44.3528,-103.7671,2979,558
Stanton,32.1317,-101.7927,2978,579
Smithsburg,39.6559,-77.575,2977,992
Woodbury Heights,39.816,-75.1511,2977,922
Gillespie,39.1258,-89.8174,2977,774
Glenville,41.0351,-73.6657,2976,1531
Windsor,38.5319,-93.5227,2976,475
La Pine,43.6869,-121.4853,2975,160
Evansville,42.868,-106.2524,2974,331
Granite Quarry,35.6131,-80.4489,2973,395
Penbrook,40.2781,-76.8483,2973,2570
Navy Yard City,47.5508,-122.6655,2973,1869
Raymond,46.6839,-123.738,2970,280
North Pole,64.7529,-147.3599,2969,280
Gloucester Courthouse,37.4053,-76.526,2969,164
Georgetown,38.9112,-120.8356,2969,75
Beechwood,42.7982,-86.1227,2966,632
Springfield,37.6922,-85.2193,2965,278
Nags Head,35.9473,-75.6273,2965,172
Perkins,35.9785,-97.0301,2964,392
Orwigsburg,40.6541,-76.104,2964,527
National Park,39.8676,-75.1852,2964,1135
Denver,35.5344,-81.034,2964,193
Idyllwild-Pine Cove,33.7443,-116.7258,2963,83
Bonny Doon,37.0436,-122.137,2962,69
Pleasant Hill,40.3369,-76.448,2962,1570
Ranger,32.4693,-98.6751,2961,163
Emerald Lakes,41.0845,-75.4154,2961,384
Iuka,34.8077,-88.1978,2961,117
Portageville,36.4295,-89.6993,2959,559
Gluckstadt,32.5322,-90.1034,2959,122
Escatawpa,30.4912,-88.5495,2958,171
Citrus City,26.3281,-98.3923,2957,558
Winchester,33.7146,-117.0775,2957,142
Valley View,39.9497,-76.701,2956,1461
Greensboro,32.7014,-87.595,2956,480
Edgewood,28.4879,-81.3771,2955,934
Shenandoah,30.184,-95.4557,2955,583
Wise,36.9767,-82.5809,2954,376
Allendale,33.008,-81.3092,2953,344
Groveville,40.1679,-74.6523,2953,515
Williston,33.4018,-81.422,2950,127
Girard,42.0042,-80.3192,2950,486
Seminole Manor,26.5836,-80.1014,2948,1891
Cutchogue,41.0168,-72.4871,2948,116
Tangerine,28.759,-81.6341,2947,249
White Mountain Lake,34.3441,-109.9878,2947,47
Palmer Lake,39.1153,-104.906,2946,373
Atoka,34.386,-96.1317,2946,138
Lisbon,44.0289,-70.1076,2946,329
East Greenville,40.4057,-75.5059,2945,2222
Cumberland Center,43.7982,-70.2541,2944,268
Boutte,29.8825,-90.3935,2944,82
Madison,38.7024,-90.1501,2941,81
Port Ludlow,47.9101,-122.7006,2940,98
Grandy,36.2341,-75.8785,2939,167
Pine Canyon,36.1757,-121.1498,2939,340
East Syracuse,43.0638,-76.0698,2938,727
Buena Vista,38.8319,-106.1387,2935,328
Warm Beach,48.1665,-122.3448,2934,259
Pioneer Village,38.0599,-85.68,2933,924
Kelly Ridge,39.5289,-121.4662,2932,580
Watkinsville,33.861,-83.4072,2932,346
Brighton,35.4813,-89.7353,2931,372
Seymour,33.5958,-99.258,2931,387
Manistique,45.9591,-86.2507,2931,352
Southern Shores,36.1205,-75.7328,2931,286
Shorewood Forest,41.4598,-87.1497,2931,596
Bad Axe,43.8043,-82.9985,2930,485
Gambrills,39.0927,-76.6511,2929,148
Glen Lyon,41.1806,-76.0785,2929,314
Fairbanks Ranch,32.9919,-117.1859,2929,221
Frisco,39.5791,-106.0915,2928,676
Penndel,40.1551,-74.9147,2928,2706
Lake Lotawana,38.902,-94.2626,2928,109
Houston,37.3212,-91.961,2927,310
Cornwall-on-Hudson,41.4369,-74.0145,2926,568
Churchill,40.4389,-79.8416,2925,516
Fort McKinley,39.8027,-84.246,2925,846
Savanna,42.0904,-90.1395,2924,431
Dresden,36.279,-88.694,2924,190
Taft,27.98,-97.3928,2924,676
Sunset,30.4083,-92.0644,2923,349
La Fayette,32.8997,-85.4007,2922,127
Spring Lake,40.1539,-74.0273,2922,846
Collins,31.6469,-89.5669,2921,141
Hildale,37.017,-112.9787,2921,201
Vails Gate,41.4588,-74.0533,2920,1093
Brownstown,38.879,-86.0478,2920,696
Lakewood,33.8428,-80.3492,2919,149
Seaside Heights,39.9452,-74.079,2917,1824
Chaffee,37.1812,-89.6615,2917,627
Castle Rock,46.2708,-122.905,2917,537
University Park,32.2767,-106.7462,2917,733
Heritage Lake,39.7288,-86.7122,2917,373
Rothsville,40.1532,-76.2473,2916,456
Sumner,38.7196,-87.872,2916,805
Experiment,33.279,-84.276,2915,378
Marshall,38.8661,-77.8453,2913,389
East Norwich,40.8495,-73.5288,2913,1069
Woodlynne,39.9167,-75.0957,2911,4914.8
Bowling Green,27.638,-81.8244,2910,889
Schulenburg,29.682,-96.9075,2909,429
Oakbrook Terrace,41.8538,-87.9691,2909,860
Meadowood,40.8443,-79.8939,2909,717
West Burlington,40.8215,-91.1755,2909,233
Loma Rica,39.3204,-121.4038,2909,60
Bellows Falls,43.1344,-72.455,2908,820
McQueeney,29.6,-98.0439,2907,274
Wisconsin Dells,43.6336,-89.7752,2907,143
Minden,40.4981,-98.9672,2906,509
Munsons Corners,42.5761,-76.2053,2906,506
Central City,41.1134,-98.0008,2906,462
Ava,36.9547,-92.6662,2903,339
Butler,32.0965,-88.2108,2902,165
Williamstown,39.3987,-81.4549,2901,751
Pretty Bayou,30.1976,-85.6974,2901,686
Port Richey,28.2759,-82.7254,2900,504
Tangelo Park,28.456,-81.4465,2899,2748.7
Sale Creek,35.3894,-85.0874,2899,37
Poplarville,30.8391,-89.5306,2899,206
Stamford,33.0156,-99.6716,2898,187
Onalaska,30.8209,-95.1111,2898,210
Shenandoah,38.4875,-78.6171,2897,516
Northwest Harwinton,41.7769,-73.0794,2897,128
Lake Wissota,44.922,-91.3013,2896,296
Claryville,38.914,-84.4095,2896,155
South Dennis,41.7051,-70.1537,2895,245
Milaca,45.7574,-93.6513,2894,333
Deer Lodge,46.398,-112.7334,2893,739
Palo Cedro,40.5658,-122.2425,2893,136
Merrimac,37.1902,-80.4243,2893,650
Noroton Heights,41.0741,-73.4972,2892,1274
Yadkinville,36.1315,-80.6592,2892,381
Bedford Hills,41.2361,-73.6964,2892,1089
Lake City,42.018,-80.3465,2890,620
Hawaiian Acres,19.5324,-155.0498,2890,57
Colonial Heights,36.4853,-82.5069,2889,291
Butler,41.4274,-84.8721,2889,564
Fairfield,31.7183,-96.1697,2888,204
Shady Shores,33.1632,-97.0401,2888,346
Acres Green,39.5557,-104.8958,2888,1854
Roslyn,40.7991,-73.6491,2888,1728
Fowlerville,42.6596,-84.0743,2888,482
Capitanejo,18.0132,-66.5358,2888,1182
Gladwin,43.9837,-84.4876,2888,387
Womelsdorf,40.3655,-76.1864,2886,1286
Chincoteague,37.9593,-75.3495,2885,120
Clinton,42.0699,-83.9687,2885,607
Marion,37.3321,-88.0795,2885,334
Cordaville,42.2727,-71.5221,2884,613
Newton,38.9872,-88.1643,2884,533
Lawnside,39.8673,-75.0289,2883,778
Jacksonville,42.3127,-122.9692,2883,588
New Orleans Station,29.8314,-90.0211,2883,214
New Hope,34.537,-86.4128,2881,128
Colfax,46.9029,-117.34,2879,294
Indialantic,28.0871,-80.57,2879,1143
West,31.8032,-97.0941,2879,669
Weedpatch,35.2369,-118.9123,2879,312
Falmouth,38.6708,-84.3311,2879,819
Kilauea,22.2108,-159.3965,2879,223
Kennedy,37.929,-121.2456,2877,916
Mountain View,35.8635,-92.1041,2877,152
Franklin,42.5187,-83.303,2877,417
Zellwood,28.7294,-81.5895,2877,295
Gowanda,42.4612,-78.9339,2876,697
Shelby,48.5031,-111.8614,2875,191
Homer,32.793,-93.0582,2875,238
Harrisburg,35.5637,-90.7216,2874,457
Syracuse,41.4226,-85.7492,2874,563
Brandenburg,37.9956,-86.1773,2874,270
Grifton,35.3795,-77.4281,2873,413
Brighton,33.4396,-86.9454,2873,784
Florida,41.3312,-74.3533,2873,492
Greensboro,38.9764,-75.808,2873,1032
Seagraves,32.942,-102.5657,2873,763
Elkton,38.4106,-78.6161,2872,350
Good Hope,34.1102,-86.8662,2870,141
Youngwood,40.2443,-79.5811,2870,577
Lodi,41.0348,-82.0124,2870,492
Richlands,34.9003,-77.5427,2870,679
Galena,37.0751,-94.6354,2869,240
Long Neck,38.6205,-75.1529,2869,401
Bald Knob,35.3123,-91.5709,2868,223
Simpsonville,38.2167,-85.3515,2868,470
St. Helen,44.3592,-84.4117,2868,193
Drumright,35.9905,-96.5977,2868,149
North Sioux City,42.535,-96.4998,2868,413
Watonga,35.8691,-98.4166,2867,293
Lido Beach,40.5911,-73.6128,2866,653
Monterey,36.1447,-85.2643,2865,365
Great Neck Estates,40.7857,-73.7396,2865,1444
Elgin,34.6724,-80.7215,2865,227
Ithaca,43.2911,-84.5956,2864,193
Cold Spring Harbor,40.8621,-73.4506,2864,324
New Madrid,36.5878,-89.5505,2863,245
Oak Grove,38.9845,-77.4174,2863,945
Decherd,35.2156,-86.0757,2862,230
North Browning,48.5706,-113.0267,2862,382
Coalfield,36.0219,-84.4414,2861,44
Akron,43.018,-78.4978,2860,548
Redwood,42.4219,-123.3915,2860,319
Kingman,37.648,-98.1167,2859,307
Villalba,18.1278,-66.4819,2858,850
Welch,37.4455,-81.5721,2857,182
Eagle Crest,44.2614,-121.2995,2857,72
Mauriceville,30.2187,-93.8758,2856,131
Fayetteville,39.9114,-77.5652,2855,337
Mountain Iron,47.5474,-92.6255,2854,16
El Paso,40.7405,-89.0183,2854,513
Lake Cassidy,48.0639,-122.092,2854,104
Clayton,31.8823,-85.4605,2853,162
Davis,34.4575,-97.1566,2853,120
Louisa,38.1081,-82.6132,2852,491
Eufaula,35.2923,-95.5863,2852,167
Bunnell,29.4193,-81.3231,2852,7
Mount Morris,43.1176,-83.6987,2850,958
Mountville,40.0402,-76.4339,2850,1278
Kewaunee,44.4607,-87.5132,2849,311
Woodville,30.774,-94.4234,2849,349
Kechi,37.8234,-97.2891,2848,182
Riverview,38.7442,-90.211,2848,1315
Salado,30.947,-97.529,2848,354
Horace,46.7558,-96.9078,2847,95
Natalbany,30.5486,-90.4848,2847,248
West Grove,39.8206,-75.8284,2847,1688
Lanai City,20.8279,-156.9147,2846,162
Filer,42.5679,-114.6115,2845,1075
Wilton,41.5898,-91.0272,2845,534
Cetronia,40.5856,-75.5438,2844,1352
Cache,34.6294,-98.6184,2843,301
Ketchum,43.6867,-114.373,2843,342
Somerset,45.1257,-92.6731,2842,329
Ferris,32.5369,-96.6738,2842,236
St. Clair,40.7211,-76.1903,2842,889
Woodbury,35.8247,-86.0723,2841,554
Ravensworth,38.8033,-77.2222,2841,1214
Paden City,39.6034,-80.9351,2841,1296
Comunas,18.0846,-65.8435,2840,964
Meridian Village,39.528,-104.8258,2840,2152
Arcola,39.6833,-88.3013,2840,542
Baiting Hollow,40.9582,-72.7395,2839,210
Buckeye Lake,39.9355,-82.4825,2839,555
Delta,41.5754,-84.0091,2838,359
Weimar,29.7,-96.7773,2838,473
Lake Wilderness,38.3036,-77.7277,2837,527
Kingston,47.7927,-122.5078,2836,519
Rheems,40.1254,-76.5697,2836,767
Walworth,42.5305,-88.5939,2835,635
Valley,41.3148,-96.3566,2834,230
Paramount-Long Meadow,39.6798,-77.6921,2834,501
Ashland,41.0396,-96.3723,2834,770
Towanda,41.7706,-76.4472,2833,960
Montara,37.5483,-122.4923,2833,282
Iron River,46.0966,-88.6396,2831,162
Norwood,35.2337,-80.1147,2831,240
South Rosemary,36.4463,-77.7065,2831,178
Meadow Oaks,28.3465,-82.6025,2830,666
Yanceyville,36.4101,-79.3356,2830,157
Hortonville,44.3368,-88.6361,2830,322
North Catasauqua,40.664,-75.4741,2830,1522
Sheridan,41.5293,-88.6804,2829,515
Patillas,18.0069,-66.0134,2829,958
Granville,39.6472,-79.9975,2828,841
Pines Lake,40.9983,-74.2643,2827,813
Jarrettsville,39.6031,-76.4752,2827,126
Holualoa,19.6548,-155.9207,2827,31
Kings Beach,39.245,-120.0203,2826,381
Keasbey,40.5143,-74.3078,2825,747
David City,41.2578,-97.1282,2824,545
Mountain Lodge Park,41.3867,-74.1419,2824,736
Lakewood,42.0992,-79.3201,2823,556
Winner,43.3776,-99.8552,2821,474
Montana City,46.5257,-111.9401,2821,31
Palmview South,26.2083,-98.3779,2820,1290
Amery,45.3045,-92.3635,2819,351
New Haven,38.6048,-91.2179,2819,338
Huguley,32.8431,-85.2396,2819,131
Turley,36.2472,-95.9655,2817,299
Erwinville,30.541,-91.3885,2815,114
Holly Hills,39.6678,-104.9216,2815,1872
Sage,33.5983,-116.9154,2814,15
The Plains,39.3655,-82.1343,2813,476
Milton,38.433,-82.1303,2813,551
Oconto Falls,44.8738,-88.1444,2813,400
Seward,60.1124,-149.3925,2812,77
Flemingsburg,38.4236,-83.7373,2811,403
Monroe City,39.6542,-91.7327,2810,359
Moline Acres,38.7456,-90.243,2810,1894
Delhi,32.4529,-91.49,2809,377
Mohave Valley,34.9008,-114.5732,2809,77
Hamilton,40.39,-91.3623,2808,304
Hillsboro,38.3527,-97.1992,2808,444
Dermott,33.5271,-91.4323,2807,316
Harveys Lake,41.3623,-76.0385,2807,201
K. I. Sawyer,46.3299,-87.3673,2807,633
North Kingsville,41.9188,-80.6723,2805,122
El Lago,29.5731,-95.044,2805,1681
Green Forest,36.3347,-93.431,2805,439
Kenhorst,40.3069,-75.9438,2805,1847
Putney,31.4755,-84.101,2805,49
Moose Lake,46.4442,-92.7654,2804,330
Osage City,38.6337,-95.8218,2804,343
Janesville,40.2993,-120.5024,2803,32
Fairfield Harbour,35.0706,-76.9571,2803,375
Magnolia,30.2115,-95.742,2802,376
Almont,42.9206,-83.0434,2802,804
Island Walk,26.251,-81.711,2802,1057
Pine Mountain Lake,37.8599,-120.1844,2801,57
Montague,43.4128,-86.3636,2801,411
Bloomingdale,32.1249,-81.3077,2801,78
Hypoluxo,26.5634,-80.0531,2800,1905
Valle Vista,35.4109,-113.8627,2800,90
Lakeshore,32.535,-92.0328,2800,1273
Carson,45.7354,-121.8219,2800,225
Millen,32.8071,-81.9423,2799,301
Grand Point,30.0451,-90.7488,2798,251
New Bremen,40.4355,-84.3778,2798,465
Newmanstown,40.3515,-76.2117,2798,495
South Padre Island,26.1218,-97.1703,2798,401
Tainter Lake,44.9882,-91.8437,2797,58
Bethel,38.9627,-84.0846,2797,756
Grottoes,38.2691,-78.8251,2797,529
Tilton,40.0951,-87.6424,2797,285
Ford City,40.7693,-79.5327,2797,1675
Sandusky,43.4212,-82.8333,2796,496
Lindsay,34.8393,-97.6105,2796,466
Tilton Northfield,43.4444,-71.5924,2795,344
Quail Ridge,28.3451,-82.5535,2795,276
Lake City,33.6065,-84.3411,2794,583
Sublimity,44.8294,-122.7923,2794,1150
Mosheim,36.1955,-82.9655,2794,172
Arthurtown,33.9644,-81.0023,2793,578
Versailles,40.222,-84.4831,2793,554
La Villa,26.2964,-97.9269,2791,1806
North Beach,38.708,-76.5346,2790,2604.2
Rising Sun,39.7003,-76.0587,2790,662
Madison,30.4716,-83.413,2790,408
Lake Shastina,41.5213,-122.3756,2790,268
West Ishpeming,46.4884,-87.717,2790,364
Culloden,38.4154,-82.0705,2790,273
Whitehall,43.4003,-86.3405,2789,334
Bushnell,40.5518,-90.5046,2789,508
Sutter,39.1556,-121.7493,2789,355
Voorheesville,42.6517,-73.9347,2789,503
North Barrington,42.2065,-88.1316,2789,228
Albion,41.3966,-85.4187,2789,564
Onawa,42.0265,-96.0909,2788,204
Lake Heritage,39.8098,-77.1854,2788,580
Angola,42.6379,-79.0295,2787,759
Bayview,40.7654,-124.1787,2787,1470
Lake Helen,28.983,-81.2309,2787,236
Diamond,41.2852,-88.2507,2786,566
Bar Nunn,42.922,-106.3475,2786,512
